Temps;Li7;B11;Na23;Mg24;Al27;Ca43;Cr52;Mn55;Fe57;Co59;Ni62;Cu63;Cu65;Zn66;Zn68;As75;Rb85;Sr86;Y89;Zr90;Cd111;Sn117;Sb121;Cs133;Ba138;La139;Ce140;Pr141;Pb208
110,106;53980,7;21129,7;353656032,0;171563,0;23106692,0;735120,5;814808,0;197732,0;9543,0;150404,0;6195,0;103173,0;46034,0;31434,0;59537,5;36334,0;213784,0;92255,7;276536,0;127160,0;24785,5;33234,0;102022,0;474360,0;300656,0;323780,0;328512,0;427476,0;323180,0
111,499;55855,0;24674,7;384716960,0;189931,6;24326108,0;794331,4;857840,0;215292,0;10692,0;164338,0;5545,5;109481,0;50434,5;31184,0;63990,0;36684,0;222264,0;94279,7;286584,0;131415,0;23286,0;34984,0;106627,0;497208,0;296688,0;320264,0;333036,0;441236,0;322928,0
112,893;65024,3;22668,0;401954624,0;217931,3;25405826,0;807855,9;818808,0;223922,0;10292,0;167544,0;6145,0;113187,0;47434,0;44184,5;65691,0;36534,0;225474,0;91581,3;307892,0;145192,0;23036,5;34734,0;113988,0;521436,0;313376,0;332232,0;341988,0;464124,0;339476,0
114,287;60473,0;21999,3;402277216,0;207688,2;26986360,0;824065,1;846816,0;235014,0;9843,0;167494,0;6145,0;116692,0;51235,0;34334,0;65040,0;37634,0;234410,0;96136,0;296888,0;143940,0;26285,0;37934,0;112386,0;530372,0;326096,0;330824,0;344252,0;457516,0;339120,0
115,681;66097,0;24942,3;389310880,0;201310,8;26611690,0;795280,6;814800,0;220308,0;9143,0;168096,0;6694,5;111635,0;48634,0;32834,0;64139,0;36934,0;229040,0;98160,3;289500,0;139932,0;26785,0;35584,0;106978,0;514572,0;326748,0;340784,0;331776,0;454188,0;345816,0
117,074;63150,7;24608,0;398437952,0;200758,8;26716020,0;820620,9;831504,0;223168,0;11541,5;169248,0;4896,0;109782,0;50885,0;38384,0;64089,0;35284,0;232050,0;94955,3;295684,0;138630,0;23786,5;37934,0;105426,0;503364,0;320264,0;341992,0;334244,0;455348,0;343348,0
118,468;60204,7;25343,3;415847360,0;200373,3;25972520,0;829074,5;835824,0;225928,0;10592,0;168046,0;6145,0;116191,0;51485,0;34434,0;70293,5;34184,0;222416,0;99340,3;301560,0;145844,0;23886,0;38134,0;114588,0;523152,0;316240,0;332836,0;350796,0;459480,0;347120,0
119,862;61410,3;27751,3;419736256,0;215529,0;26738480,0;834986,0;838152,0;221210,0;10442,5;167996,0;5445,5;110082,0;53085,0;40334,0;67041,0;37484,0;226378,0;92593,0;298696,0;141936,0;24536,0;33584,0;104725,0;512652,0;314732,0;323080,0;348328,0;460592,0;340076,0
121,255;60807,7;24741,3;413940928,0;217557,3;26414388,0;785198,1;833432,0;226730,0;9493,0;159224,0;5995,0;110283,0;49734,5;33334,0;62289,0;36584,0;220708,0;92762,0;295832,0;140332,0;24486,0;34484,0;108981,0;511948,0;310408,0;318856,0;326600,0;443552,0;322124,0
122,649;60942,3;24340,7;372691264,0;198670,8;24896630,0;744509,9;839120,0;215744,0;11141,5;151708,0;5895,0;115541,0;48334,0;32134,0;64190,0;35884,0;214486,0;89051,0;278548,0;127009,0;22037,0;33084,0;103423,0;485604,0;314632,0;316492,0;309004,0;412008,0;320816,0
124,043;56122,3;25745,0;378387200,0;194821,2;25287192,0;789137,4;816344,0;206460,0;10342,0;162632,0;5146,0;111134,0;52735,0;35134,0;66141,5;37934,0;221560,0;99846,7;302316,0;129313,0;25385,5;35034,0;113687,0;506344,0;320164,0;339424,0;353860,0;443100,0;350140,0
125,437;61945,3;25343,7;424066688,0;194684,5;25917636,0;829792,5;814120,0;221562,0;10492,0;169750,0;5145,5;115840,0;52985,0;34184,0;66992,5;36184,0;237572,0;99509,3;306992,0;143188,0;25185,5;36434,0;107980,0;522548,0;325440,0;348128,0;354716,0;449396,0;349784,0
126,830;60005,0;23136,3;398217728,0;207597,2;25530220,0;800203,8;837376,0;219554,0;10492,5;162732,0;6544,5;107628,0;43634,0;32634,0;63889,0;35284,0;213382,0;93268,3;293020,0;133520,0;23886,0;33634,0;105126,0;511340,0;299652,0;306840,0;332432,0;427932,0;326044,0
128,224;56457,3;23136,7;388221184,0;186872,7;25395652,0;771147,7;811224,0;218752,0;9593,0;157420,0;5295,5;110332,0;50434,5;29085,0;64790,0;36784,0;214688,0;91328,0;282468,0;137026,0;23786,0;33384,0;104024,0;513408,0;307444,0;318048,0;329616,0;435188,0;318704,0
129,618;59469,0;23203,3;379348224,0;190829,6;25187160,0;762186,6;805984,0;216696,0;8643,0;154062,0;5345,5;111484,0;48284,5;31684,0;64239,0;35884,0;221864,0;93773,7;275888,0;125406,0;24186,0;34084,0;101721,0;500792,0;307744,0;314128,0;320112,0;420976,0;329064,0
131,011;58664,7;24942,0;361240896,0;187856,6;24363204,0;736540,6;804064,0;207562,0;9243,0;150104,0;5046,0;107579,0;50235,0;33834,0;64539,5;32584,0;209418,0;87955,3;264584,0;117643,0;22736,5;33634,0;100069,0;456456,0;282868,0;303372,0;309252,0;395188,0;301112,0
132,405;54717,0;21330,3;355950528,0;174514,2;22501376,0;711608,2;797656,0;199940,0;8743,0;153660,0;6045,0;98968,0;41934,0;29634,5;60938,5;31384,5;202546,0;87280,7;266240,0;122902,0;19887,5;31734,5;100020,0;471684,0;281812,0;308396,0;320464,0;408384,0;326148,0
133,799;58532,0;22066,0;378365440,0;188856,8;24072844,0;774453,8;836416,0;211626,0;8743,0;160528,0;6145,0;103023,0;44984,0;32634,0;66542,0;32584,0;212880,0;89726,0;285432,0;135122,0;21537,0;35634,0;102672,0;502408,0;297744,0;318300,0;329916,0;426012,0;326800,0
135,193;58197,0;25076,3;380180128,0;191839,7;25334708,0;771867,5;805056,0;214036,0;10342,5;157870,0;6045,0;113587,0;50885,0;32534,0;68591,5;37184,0;214236,0;91496,7;281060,0;136576,0;21637,0;31084,5;99819,0;494484,0;311816,0;308452,0;323280,0;436596,0;323028,0
136,586;59871,7;23805,3;376369632,0;190536,8;25196344,0;757391,0;810336,0;217398,0;12091,0;154012,0;5895,0;110132,0;49234,5;32884,0;63088,5;32584,0;224522,0;85257,0;272068,0;131967,0;24636,0;33984,0;100770,0;501044,0;313528,0;316744,0;319612,0;427680,0;318152,0
137,980;56323,0;24072,7;381955104,0;196543,0;26200160,0;783187,6;795584,0;211526,0;8893,5;155014,0;6145,0;111835,0;52535,5;33884,0;66291,0;34834,0;236366,0;97316,3;299600,0;138378,0;24435,5;39734,0;105376,0;505788,0;314632,0;326652,0;330572,0;436596,0;342696,0
139,374;58196,3;26547,7;391420640,0;194746,2;25371564,0;789290,4;824440,0;223468,0;9842,5;164536,0;6994,5;120799,0;54835,5;36234,0;64690,0;35284,0;219704,0;90991,0;287488,0;130114,0;22986,0;43434,5;105426,0;511896,0;301764,0;331728,0;345308,0;444660,0;339976,0
140,768;62882,3;22935,7;397313984,0;206903,9;25362450,0;812416,4;843448,0;222116,0;9942,5;168448,0;6495,0;116291,0;53485,0;36784,0;72594,5;35634,0;225876,0;95882,3;302868,0;138278,0;23386,0;34034,0;110282,0;518508,0;305332,0;316540,0;345060,0;437452,0;336808,0
142,161;63686,7;21865,3;408618368,0;199726,6;25941824,0;795448,8;829704,0;233860,0;7844,0;166892,0;7144,5;109081,0;48334,0;32384,0;61289,0;34384,0;215390,0;94618,3;281108,0;141234,0;24086,0;33334,0;108129,0;505036,0;308752,0;322576,0;325192,0;449500,0;324788,0
143,555;64622,7;22133,0;381574720,0;195902,0;25771368,0;763518,7;832968,0;226830,0;10492,0;161328,0;6095,0;114539,0;48134,5;33984,0;63489,5;39634,0;219302,0;91328,7;278848,0;136677,0;22936,5;35684,0;102271,0;504428,0;312320,0;312572,0;315288,0;427624,0;325140,0
144,949;62615,3;26614,3;384531712,0;201866,1;26153118,0;778185,1;809640,0;214890,0;10542,0;161328,0;5595,5;114589,0;49034,5;37034,0;67141,0;34984,0;230846,0;92255,7;298496,0;138830,0;24435,5;35034,0;104675,0;496252,0;322628,0;329564,0;343700,0;436344,0;338820,0
146,342;61544,0;26280,0;397571712,0;200314,0;26059968,0;819385,1;822312,0;223620,0;11342,0;171054,0;5695,5;110734,0;50234,5;38684,0;67291,0;34084,0;228938,0;96894,0;302216,0;133470,0;24835,5;35184,0;103373,0;499228,0;303824,0;316140,0;327604,0;431556,0;335200,0
147,736;57795,7;22400,3;378779584,0;189655,8;24124774,0;783139,0;824440,0;208064,0;10592,5;157972,0;5845,0;105226,0;46234,0;38134,0;71593,0;35434,0;206008,0;90148,0;279048,0;135974,0;21337,0;36034,0;102773,0;476732,0;288444,0;309152,0;322876,0;412816,0;317348,0
