Temps;Li7;B11;Na23;Mg24;Al27;Ca43;Cr52;Mn55;Fe57;Co59;Ni62;Cu63;Cu65;Zn66;Zn68;As75;Rb85;Sr86;Y89;Zr90;Cd111;Sn117;Sb121;Cs133;Ba138;La139;Ce140;Pr141;Pb208
163,067;200,3;467,7;518260,0;13690,5;72693,0;18521,5;784152,0;35884,5;4246,0;1748,5;699,0;249,5;149,0;299,0;26986,0;149,5;149,0;28627,3;49,5;3197,0;0,0;149,5;99,5;99,0;99,0;0,0;0,0;0,0;49,5
164,461;400,7;601,3;465684,0;12741,0;66841,0;4058,8;774280,0;35434,5;3546,5;2048,0;549,0;848,5;249,0;249,0;26436,0;49,5;0,0;25511,3;49,5;2547,5;0,0;0,0;0,0;0,0;199,0;0,0;0,0;0,0;0,0
165,854;267,3;334,0;468512,0;13541,0;66991,0;2985,3;758760,0;33285,0;4696,0;2397,5;449,0;749,0;149,0;399,0;27436,0;0,0;0,0;24921,7;0,0;2247,5;49,5;0,0;49,5;0,0;0,0;0,0;0,0;0,0;0,0
167,248;400,7;601,3;470224,0;12441,0;68241,0;1844,7;779944,0;35234,5;5146,0;1548,5;749,0;449,0;199,0;249,0;24136,5;49,5;99,0;25932,5;99,0;3297,0;0,0;99,5;0,0;0,0;99,0;0,0;49,5;0,0;0,0
168,642;334,0;467,7;465484,0;12291,0;71493,0;2515,8;763952,0;32885,0;4995,5;1548,0;449,0;499,0;99,5;299,0;26686,0;0,0;199,0;23237,0;99,5;2847,0;0,0;49,5;149,5;149,0;0,0;0,0;0,0;0,0;0,0
170,035;267,0;400,7;481924,0;14240,0;69992,0;1475,7;770304,0;38334,0;4946,0;1948,0;349,0;649,0;299,0;249,0;24186,0;49,5;0,0;22058,5;0,0;3097,0;0,0;99,5;49,5;49,5;0,0;0,0;0,0;0,0;0,0
171,429;200,3;534,3;459936,0;12241,5;70092,0;1878,2;770232,0;38934,0;4446,0;2447,5;349,0;649,0;549,0;848,5;25136,0;99,5;149,5;23153,0;99,0;3047,5;0,0;49,5;0,0;149,5;99,0;0,0;0,0;0,0;49,5
172,823;267,3;334,0;451672,0;12041,5;69692,0;1173,7;769248,0;35734,5;4196,0;2097,5;349,0;599,0;99,5;249,0;25686,5;0,0;49,5;21721,5;0,0;2847,5;0,0;0,0;49,5;0,0;0,0;0,0;0,0;0,0;0,0
174,217;200,3;334,0;473152,0;11542,0;70242,0;1307,8;775704,0;36634,0;4646,0;2597,5;649,0;399,0;0,0;549,0;24236,5;0,0;149,0;23321,7;49,5;1798,0;0,0;0,0;49,5;0,0;0,0;0,0;0,0;0,0;0,0
175,610;267,3;467,7;456508,0;10942,0;69142,0;1744,2;761024,0;34084,5;4346,0;2547,5;499,0;549,0;249,0;249,0;24886,5;49,5;99,0;23068,7;0,0;2947,5;0,0;0,0;49,5;0,0;49,5;0,0;49,5;0,0;0,0
177,004;267,0;400,7;454288,0;12591,0;69392,0;1308,2;767752,0;32584,0;4446,0;1298,5;649,0;549,0;99,0;449,0;25836,5;49,5;0,0;22311,0;49,5;2897,5;99,5;0,0;0,0;49,5;49,5;0,0;0,0;0,0;0,0
178,398;200,3;400,7;470936,0;11142,0;71343,0;1274,3;768864,0;38184,5;4296,5;2397,5;749,0;649,0;199,5;349,0;24636,0;0,0;49,5;22984,8;0,0;1848,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;49,5
179,791;133,7;200,3;466288,0;13740,0;71843,0;1308,0;786000,0;37084,5;3896,5;2297,5;499,0;449,0;99,0;149,0;24036,5;49,5;199,0;23995,3;0,0;2397,5;0,0;99,5;0,0;0,0;49,5;0,0;0,0;0,0;0,0
181,185;334,0;200,3;466996,0;14840,0;74245,0;1240,8;778368,0;37184,5;4546,5;1498,0;699,0;549,0;149,0;499,0;24336,5;0,0;49,5;21553,2;49,5;2547,5;0,0;99,0;0,0;0,0;149,0;0,0;0,0;0,0;49,5
