"","Time","Li7","B11","Mg25","Ca43","Ti49","V51","Cr53","Mn55","Ni60","Cu65","Zn66","Rb85","Sr86","Y89","Mo97","Cd111","Sn118","Ba138","Pb208","Th232","U238"
"87",190.9,84.8000000000002,1227.38888888889,1331.26666666667,4089047.07777778,-1381.53333333333,-54.1000000000001,757.311111111111,60872.4777777778,-86.8444444444444,-75.3444444444444,116.5,740.7,1621850.31111111,45.0111111111111,42.9222222222222,249.4,-30,15096.3222222222,-63,0,0
"88",192.7,-316.2,645.588888888889,8791.46666666667,4010158.47777778,2009.46666666667,-490.2,426.111111111111,58132.5777777778,233.755555555555,-526.644444444445,-184.5,565.2,1661869.51111111,73.6111111111111,34.2222222222222,324.9,30,12383.5222222222,-63,0,0
"89",194.4,380.7,946.588888888889,5400.46666666667,4113543.77777778,4044.06666666667,-239.7,25.1111111111111,58132.5777777778,294.355555555555,300.855555555555,-24,224.3,1623021.51111111,73.6111111111111,-40.7777777777778,179.6,20,12383.5222222222,-23,0,0
"90",196.2,-15.5999999999999,866.188888888889,5400.46666666667,4192432.37777778,-1381.53333333333,186.5,65.1111111111111,58132.5777777778,-387.644444444445,-351.144444444445,56.2,590,1640167.11111111,-9.68888888888889,-24.0777777777778,79.2,-10,12383.5222222222,-63,0,0
"91",198,84.8000000000002,1287.38888888889,2009.46666666667,4176128.17777778,-1381.53333333333,-535.5,-95.0888888888887,60845.3777777778,-207.244444444445,-175.644444444445,256.6,585.3,1652154.31111111,16.5111111111111,-90.7777777777778,-41.1999999999998,105,12383.5222222222,-13,0,0
"92",199.7,124.8,866.388888888889,2009.46666666667,4235972.97777778,-1381.53333333333,36.0999999999999,345.911111111111,52706.9777777778,-668.644444444445,24.8555555555554,-59,790.7,1739450.31111111,73.6111111111111,84.5222222222222,-281.8,40,17809.1222222222,-29.7,0,0
"93",201.5,64.8000000000002,986.388888888889,6756.86666666667,4271293.97777778,-1381.53333333333,-54.1000000000001,225.711111111111,58132.5777777778,233.955555555555,375.855555555555,216.7,540.2,1753306.31111111,36.1111111111111,-40.7777777777778,-1,55,19165.5222222222,12,0,0
"94",203.3,425.6,831.088888888889,4044.06666666667,4162536.77777778,-1381.53333333333,-114.2,346.111111111111,55419.7777777778,193.955555555555,-250.844444444444,342,444.7,1655072.71111111,-13.8888888888889,-57.4777777777778,179.4,20,17809.1222222222,-63,0,0
"95",205,245.2,680.788888888889,5400.46666666667,4110830.97777778,-1381.53333333333,-13.9000000000001,-115.288888888889,58132.5777777778,374.355555555555,50.1555555555556,16.2,665.3,1605888.71111111,11.1111111111111,-24.0777777777778,-61,0,17809.1222222222,12,0,0
"96",206.8,-196.2,886.388888888889,4044.06666666667,4331165.57777778,-1381.53333333333,-455.5,531.511111111111,60845.3777777778,-167.044444444445,250.655555555556,242,404.9,1676589.51111111,93.6111111111111,34.2222222222222,-41.1999999999998,5,17809.1222222222,-63,0,0
"97",208.6,265.2,1147.18888888889,5400.46666666667,4287597.97777778,2009.46666666667,25.8999999999999,265.711111111111,58132.5777777778,-147.044444444445,-175.644444444445,-144.4,745.7,1642611.91111111,73.6111111111111,-24.0777777777778,159.2,0,25947.5222222222,-63,0,0
