Temps;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
46;7159.6;1303.2;42105;4489621.5;5847.9;2481.5;5254.4;105402.9;13036;761.4;1303.2;601.2;1708441.6;87.5;250;902;290;42105;50;0;0
47.7;7420.2;1162.8;42105;4890706.9;4385.9;2130.5;5740.8;105437.9;14139.2;902;1528.8;1243;1846297.6;87.5;80;821.8;190;45648.8;66.7;0;0
49.5;6317;1262.8;45648.8;4521270.2;4385.9;1904.8;4793;101894.1;12935.8;776.5;1277.8;1002.4;1954086.4;175;120;701.2;210;38596.3;100;0;0
51.3;6497.6;1262.8;45648.8;4644392.5;0;2306;4863;101929.2;13677.8;661.4;1042.2;1283;1693721.6;87.5;60;721.6;260;38596.3;75;0;0
53;6758.4;1203;38596.3;4566989.4;0;1604;5590;118683.5;12233.8;927.3;1082.6;802;1819590.4;100;100;701.4;190;45613.8;80;0;0
54.8;6838.6;1102.6;42105;3814046.5;0;1955;5715.5;98420.4;12093.4;651.3;1403.3;801.8;1743052.8;0;160.2;540.8;262.5;38596.3;160.2;0;0
56.6;6838.6;1027.3;38596.3;4609234.5;0;1804.5;4813;105437.9;12675;661.2;1228;1202.6;1568313.6;100;125;540.8;240;42140.1;180;0;0
58.3;6618;902;45648.8;3937203.7;4385.9;1955;5640.3;101894.1;13136;480.8;1253;681.2;1851769.6;50;220.2;781.8;340;42105;80;0;0
60.1;6397.4;1082.6;43859.4;4408570;0;1729.3;4913.3;101929.2;12053.4;882;1228;1202.8;1898804;100;267;661.2;330;45613.8;350.5;0;0
61.9;6517.6;922;38596.3;3740082.3;0;2125.6;5891;101894.1;12354.2;601;982.2;862;2081475.8;125;160;977.3;210;35087.5;220.2;0;0
63.6;6597.8;1002.2;42105;3842186.8;7017.5;2030;4552;101894.1;13096.2;761.6;1278.3;1062.4;1670617.6;50;200.3;842;230;45613.8;75;0;0
65.4;6477.6;942.2;42105;4348850.3;5847.9;2030.3;5088.8;101929.2;12133.6;541;922.2;741.6;1322656.5;100;25;581;240;42140.1;125;0;0
67.2;6437.8;1002.5;42105;3856257;0;2180.5;5264.3;101894.1;13336.6;626.5;1062.4;781.8;1766214.4;137.5;140;561;320;35087.5;360.6;0;0
68.9;5815.8;1022.4;45648.8;4827409;0;1854.8;4291.6;98385.4;11451.8;521;1102.4;877;1682355.2;137.5;100;781.6;300;42105;80;0;0
70.7;6598;1022.4;48289.2;4391060.8;0;1629;4863.3;101894.1;11190.8;922;942.2;1082.6;2006315.3;12.5;80;841.8;340;45613.8;100;0;0
72.5;6517.6;1243;48289.2;4165799.3;0;2255.8;5113.8;101929.2;12414;952.5;962.2;1062.4;1729587.2;75;100;701.4;250;35087.5;180;0;0
74.2;6237;1042.2;48289.2;4510639.1;4385.9;1579;5590;98420.4;14239.6;881.8;1603.8;1002.2;1500262.4;112.5;267;721.4;260;42105;100;0;0
76;6718.2;1102.6;42105;4236289.5;0;1403.4;5439.8;101929.2;12153.6;821.8;902;1243;1743142.4;75;25;701.6;190;42105;125;0;0
77.8;6758.4;1082.6;38596.3;4162325.5;3508.8;1904.8;5590;98385.4;11872.8;801.6;1153;1142.6;1601670.4;57.1;80;501;250;42140.1;250.3;0;0
79.5;6838.6;761.4;45648.8;4179974.1;0;1804.5;4732.8;101929.2;12013.2;841.8;1253;841.8;1588006.4;42.9;100;1022.2;250;42105;100;0;0
81.3;6056.4;882;48289.2;3771801.3;0;1729.3;5715.5;101929.2;11752.2;541;1077.5;641.2;1663961.6;75;60;621;230;35087.5;200.3;0;0
83.1;6437.8;1102.4;38596.3;4468428.8;3508.8;1854.8;5966.3;101894.1;11511.8;721.6;1203;1222.8;1492537.6;62.5;150.3;661.2;280;35087.5;160;0;0
84.8;6297.2;1042.4;42105;4106044.9;4385.9;1604;5565.3;101929.2;11892.8;721.2;1278;1082.4;1483750.4;75;200.3;621;190;49157.6;160;0;0
86.6;6136.4;902.2;43903.2;4148325.5;0;2130.5;5966;98385.4;11411.6;877.3;781.6;922;1424702.1;114.3;150;942.2;240;38596.3;200;0;0
88.4;5755.8;1022.2;42105;4961092.3;3508.8;2230.8;6016.5;101929.2;12294;927;1002.5;1303;1686086.4;75;140;681.4;212.5;45613.8;120.2;0;0
